label,name,id,abstract,substitution_group,type,period,balance,nillable,facets,documentation
"Reclassification adjustments on change in value of time value of options, before tax",ReclassificationAdjustmentsOnChangeInValueOfTimeValueOfOptionsBeforeTax,ifrs-full_ReclassificationAdjustmentsOnChangeInValueOfTimeValueOfOptionsBeforeTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to change in value of time value of options, before tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Other comprehensive income]"
"Reclassification adjustments on change in value of time value of options, net of tax",ReclassificationAdjustmentsOnChangeInValueOfTimeValueOfOptionsNetOfTax,ifrs-full_ReclassificationAdjustmentsOnChangeInValueOfTimeValueOfOptionsNetOfTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to change in value of time value of options, net of tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Other comprehensive income]"
"Reclassification adjustments on exchange differences on translation of foreign operations, before tax",ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationBeforeTax,ifrs-full_ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationBeforeTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to exchange differences when the financial statements of foreign operations are translated, before tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Other comprehensive income]"
"Reclassification adjustments on exchange differences on translation of foreign operations, net of tax",ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationNetOfTax,ifrs-full_ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationNetOfTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to exchange differences when the financial statements of foreign operations are translated, net of tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Other comprehensive income]"
"Reclassification adjustments on finance income (expenses) from reinsurance contracts held excluded from profit or loss, before tax",ReclassificationAdjustmentsOnFinanceIncomeExpensesFromReinsuranceContractsHeldExcludedFromProfitOrLossBeforeTax,ifrs-full_ReclassificationAdjustmentsOnFinanceIncomeExpensesFromReinsuranceContractsHeldExcludedFromProfitOrLossBeforeTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to finance income (expenses) from reinsurance contracts held, before tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Insurance finance income (expenses); Reinsurance contracts held [member]]"
"Reclassification adjustments on finance income (expenses) from reinsurance contracts held excluded from profit or loss, net of tax",ReclassificationAdjustmentsOnFinanceIncomeExpensesFromReinsuranceContractsHeldExcludedFromProfitOrLossNetOfTax,ifrs-full_ReclassificationAdjustmentsOnFinanceIncomeExpensesFromReinsuranceContractsHeldExcludedFromProfitOrLossNetOfTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to finance income (expenses) from reinsurance contracts held, net of tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Insurance finance income (expenses); Reinsurance contracts held [member]]"
"Reclassification adjustments on financial assets measured at fair value through other comprehensive income, before tax",ReclassificationAdjustmentsOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeBeforeTax,ifrs-full_ReclassificationAdjustmentsOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeBeforeTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to financial assets measured at fair value through other comprehensive income, before tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Financial assets measured at fair value through other comprehensive income; Other comprehensive income]"
"Reclassification adjustments on financial assets measured at fair value through other comprehensive income, net of tax",ReclassificationAdjustmentsOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,ifrs-full_ReclassificationAdjustmentsOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to financial assets measured at fair value through other comprehensive income, net of tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Financial assets measured at fair value through other comprehensive income; Other comprehensive income]"
"Reclassification adjustments on financial assets that have been de-designated from overlay approach, before tax",ReclassificationAdjustmentsOnFinancialAssetsThatHaveBeenDedesignatedFromOverlayApproachBeforeTax,ifrs-full_ReclassificationAdjustmentsOnFinancialAssetsThatHaveBeenDedesignatedFromOverlayApproachBeforeTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to financial assets that have been de-designated from the overlay approach during the reporting period, before tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Other comprehensive income]"
"Reclassification adjustments on financial assets that have been de-designated from overlay approach, net of tax",ReclassificationAdjustmentsOnFinancialAssetsThatHaveBeenDedesignatedFromOverlayApproachNetOfTax,ifrs-full_ReclassificationAdjustmentsOnFinancialAssetsThatHaveBeenDedesignatedFromOverlayApproachNetOfTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to financial assets that have been de-designated from the overlay approach during the reporting period, net of tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Other comprehensive income]"
"Reclassification adjustments on hedges of net investments in foreign operations, before tax",ReclassificationAdjustmentsOnHedgesOfNetInvestmentsInForeignOperationsBeforeTax,ifrs-full_ReclassificationAdjustmentsOnHedgesOfNetInvestmentsInForeignOperationsBeforeTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to hedges of net investments in foreign operations, before tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Other comprehensive income]"
"Reclassification adjustments on hedges of net investments in foreign operations, net of tax",ReclassificationAdjustmentsOnHedgesOfNetInvestmentsInForeignOperationsNetOfTax,ifrs-full_ReclassificationAdjustmentsOnHedgesOfNetInvestmentsInForeignOperationsNetOfTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to hedges of net investments in foreign operations, net of tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Other comprehensive income]"
"Reclassification adjustments on insurance finance income (expenses) from insurance contracts issued excluded from profit or loss, before tax",ReclassificationAdjustmentsOnInsuranceFinanceIncomeExpensesFromInsuranceContractsIssuedExcludedFromProfitOrLossBeforeTax,ifrs-full_ReclassificationAdjustmentsOnInsuranceFinanceIncomeExpensesFromInsuranceContractsIssuedExcludedFromProfitOrLossBeforeTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to insurance finance income (expenses) from insurance contracts issued, before tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Insurance finance income (expenses); Insurance contracts issued [member]]"
"Reclassification adjustments on insurance finance income (expenses) from insurance contracts issued excluded from profit or loss, net of tax",ReclassificationAdjustmentsOnInsuranceFinanceIncomeExpensesFromInsuranceContractsIssuedExcludedFromProfitOrLossNetOfTax,ifrs-full_ReclassificationAdjustmentsOnInsuranceFinanceIncomeExpensesFromInsuranceContractsIssuedExcludedFromProfitOrLossNetOfTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to insurance finance income (expenses) from insurance contracts issued, net of tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Insurance finance income (expenses); Insurance contracts issued [member]]"
"Reclassification adjustments on net movement in regulatory deferral account balances, before tax",ReclassificationAdjustmentsOnNetMovementInRegulatoryDeferralAccountBalancesBeforeTax,ifrs-full_ReclassificationAdjustmentsOnNetMovementInRegulatoryDeferralAccountBalancesBeforeTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to the net movement in regulatory deferral account balances, before tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Regulatory deferral account balances [member]; Other comprehensive income]"
"Reclassification adjustments on net movement in regulatory deferral account balances, net of tax",ReclassificationAdjustmentsOnNetMovementInRegulatoryDeferralAccountBalancesNetOfTax,ifrs-full_ReclassificationAdjustmentsOnNetMovementInRegulatoryDeferralAccountBalancesNetOfTax,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of reclassification adjustments related to the net movement in regulatory deferral account balances, net of tax. Reclassification adjustments are amounts reclassified to profit (loss) in the current period that were recognised in other comprehensive income in the current or previous periods. [Refer: Regulatory deferral account balances [member]; Other comprehensive income]"
Reclassification into available-for-sale financial assets,ReclassificationIntoAvailableforsaleFinancialAssets,ifrs-full_ReclassificationIntoAvailableforsaleFinancialAssets,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,The amount of financial assets reclassified into the available-for-sale category. [Refer: Financial assets available-for-sale]
Reclassification into financial assets at fair value through profit or loss,ReclassificationIntoFinancialAssetsAtFairValueThroughProfitOrLoss,ifrs-full_ReclassificationIntoFinancialAssetsAtFairValueThroughProfitOrLoss,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,The amount of financial assets reclassified into the at fair value through profit or loss category. [Refer: Financial assets at fair value through profit or loss]
Reclassification into held-to-maturity investments,ReclassificationIntoHeldtomaturityInvestments,ifrs-full_ReclassificationIntoHeldtomaturityInvestments,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,The amount of financial assets reclassified into the held-to-maturity investments category. [Refer: Held-to-maturity investments; Financial assets]
Reclassification into loans and receivables,ReclassificationIntoLoansAndReceivables,ifrs-full_ReclassificationIntoLoansAndReceivables,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,The amount of financial assets reclassified into the loans and receivables category. [Refer: Loans and receivables; Financial assets]
Reclassification of financial assets out of measured at amortised cost into measured at fair value through other comprehensive income,ReclassificationOfFinancialAssetsOutOfMeasuredAtAmortisedCostIntoMeasuredAtFairValueThroughOtherComprehensiveIncome,ifrs-full_ReclassificationOfFinancialAssetsOutOfMeasuredAtAmortisedCostIntoMeasuredAtFairValueThroughOtherComprehensiveIncome,false,xbrli:item,xbrli:monetaryItemType,duration,,true,,The amount of financial assets reclassified out of the amortised cost measurement category and into the fair value through other comprehensive income measurement category. [Refer: Financial assets]
Reclassification of financial assets out of measured at amortised cost into measured at fair value through profit or loss,ReclassificationOfFinancialAssetsOutOfMeasuredAtAmortisedCostIntoMeasuredAtFairValue,ifrs-full_ReclassificationOfFinancialAssetsOutOfMeasuredAtAmortisedCostIntoMeasuredAtFairValue,false,xbrli:item,xbrli:monetaryItemType,duration,,true,,The amount of financial assets reclassified out of the amortised cost measurement category and into the fair value through profit or loss measurement category. [Refer: At fair value [member]; Financial assets]
Reclassification of financial assets out of measured at fair value through other comprehensive income into measured at amortised cost,ReclassificationOfFinancialAssetsOutOfMeasuredAtFairValueThroughOtherComprehensiveIncomeIntoMeasuredAtAmortisedCost,ifrs-full_ReclassificationOfFinancialAssetsOutOfMeasuredAtFairValueThroughOtherComprehensiveIncomeIntoMeasuredAtAmortisedCost,false,xbrli:item,xbrli:monetaryItemType,duration,,true,,The amount of financial assets reclassified out of the fair value through other comprehensive income measurement category and into the amortised cost measurement category. [Refer: Financial assets]
Reclassification of financial assets out of measured at fair value through other comprehensive income into measured at fair value through profit or loss,ReclassificationOfFinancialAssetsOutOfMeasuredAtFairValueThroughOtherComprehensiveIncomeIntoMeasuredAtFairValueThroughProfitOrLoss,ifrs-full_ReclassificationOfFinancialAssetsOutOfMeasuredAtFairValueThroughOtherComprehensiveIncomeIntoMeasuredAtFairValueThroughProfitOrLoss,false,xbrli:item,xbrli:monetaryItemType,duration,,true,,The amount of financial assets reclassified out of the fair value through other comprehensive income measurement category and into the fair value through profit or loss measurement category. [Refer: Financial assets]
Reclassification of financial assets out of measured at fair value through profit or loss into measured at amortised cost,ReclassificationOfFinancialAssetsOutOfMeasuredAtFairValueIntoMeasuredAtAmortisedCost,ifrs-full_ReclassificationOfFinancialAssetsOutOfMeasuredAtFairValueIntoMeasuredAtAmortisedCost,false,xbrli:item,xbrli:monetaryItemType,duration,,true,,The amount of financial assets reclassified out of the fair value through profit or loss measurement category and into the amortised cost measurement category. [Refer: Financial assets]
Reclassification of financial assets out of measured at fair value through profit or loss into measured at fair value through other comprehensive income,ReclassificationOfFinancialAssetsOutOfMeasuredAtFairValueThroughProfitOrLossIntoMeasuredAtFairValueThroughOtherComprehensiveIncome,ifrs-full_ReclassificationOfFinancialAssetsOutOfMeasuredAtFairValueThroughProfitOrLossIntoMeasuredAtFairValueThroughOtherComprehensiveIncome,false,xbrli:item,xbrli:monetaryItemType,duration,,true,,The amount of financial assets reclassified out of the fair value through profit or loss measurement category and into the fair value through other comprehensive income measurement category. [Refer: Financial assets]
Reclassification out of available-for-sale financial assets,ReclassificationOutOfAvailableforsaleFinancialAssets,ifrs-full_ReclassificationOutOfAvailableforsaleFinancialAssets,false,xbrli:item,xbrli:monetaryItemType,duration,credit,true,,The amount of financial assets reclassified out of the available-for-sale category. [Refer: Financial assets available-for-sale]
Reclassification out of financial assets at fair value through profit or loss,ReclassificationOutOfFinancialAssetsAtFairValueThroughProfitOrLoss,ifrs-full_ReclassificationOutOfFinancialAssetsAtFairValueThroughProfitOrLoss,false,xbrli:item,xbrli:monetaryItemType,duration,credit,true,,The amount of financial assets reclassified out of the at fair value through profit or loss category. [Refer: Financial assets at fair value through profit or loss]
Reclassification out of held-to-maturity investments,ReclassificationOutOfHeldtomaturityInvestments,ifrs-full_ReclassificationOutOfHeldtomaturityInvestments,false,xbrli:item,xbrli:monetaryItemType,duration,credit,true,,The amount of financial assets reclassified out of the held-to-maturity investments category. [Refer: Held-to-maturity investments; Financial assets]
Reclassification out of loans and receivables,ReclassificationOutOfLoansAndReceivables,ifrs-full_ReclassificationOutOfLoansAndReceivables,false,xbrli:item,xbrli:monetaryItemType,duration,credit,true,,The amount of financial assets reclassified out of the loans and receivables category. [Refer: Loans and receivables; Financial assets]
Reclassified items [axis],ReclassifiedItemsAxis,ifrs-full_ReclassifiedItemsAxis,true,xbrldt:dimensionItem,xbrli:stringItemType,duration,,true,,The axis of a table defines the relationship between the members in the table and the line items or concepts that complete the table.
Reclassified items [member],ReclassifiedItemsMember,ifrs-full_ReclassifiedItemsMember,true,xbrli:item,dtr-types:domainItemType,duration,,true,length=0,This member stands for items that have been reclassified when the entity changes their presentation or classification in its financial statements. It also represents the standard value for the 'Reclassified items' axis if no other member is used.
Recognised assets representing continuing involvement in derecognised financial assets,RecognisedAssetsRepresentingContinuingInvolvementInDerecognisedFinancialAssets,ifrs-full_RecognisedAssetsRepresentingContinuingInvolvementInDerecognisedFinancialAssets,false,xbrli:item,xbrli:monetaryItemType,instant,debit,true,,The amount of assets recognised in the statement of financial position representing the entity's continuing involvement in derecognised financial assets.
Recognised liabilities representing continuing involvement in derecognised financial assets,RecognisedLiabilitiesRepresentingContinuingInvolvementInDerecognisedFinancialAssets,ifrs-full_RecognisedLiabilitiesRepresentingContinuingInvolvementInDerecognisedFinancialAssets,false,xbrli:item,xbrli:monetaryItemType,instant,credit,true,,The amount of liabilities recognised in the statement of financial position representing the entity's continuing involvement in derecognised financial assets.
Reconciliation of accounting profit multiplied by applicable tax rates [abstract],ReconciliationOfAccountingProfitMultipliedByApplicableTaxRatesAbstract,ifrs-full_ReconciliationOfAccountingProfitMultipliedByApplicableTaxRatesAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of aggregate difference between fair value at initial recognition and transaction price yet to be recognised in profit or loss [abstract],ReconciliationOfAggregateDifferenceBetweenFairValueAtInitialRecognitionAndAmountDeterminedUsingValuationTechniqueYetToBeRecognisedAbstract,ifrs-full_ReconciliationOfAggregateDifferenceBetweenFairValueAtInitialRecognitionAndAmountDeterminedUsingValuationTechniqueYetToBeRecognisedAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of average effective tax rate and applicable tax rate [abstract],ReconciliationOfAverageEffectiveTaxRateAndApplicableTaxRateAbstract,ifrs-full_ReconciliationOfAverageEffectiveTaxRateAndApplicableTaxRateAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of changes in allowance account for credit losses of financial assets [abstract],ReconciliationOfChangesInAllowanceAccountForCreditLossesOfFinancialAssetsAbstract,ifrs-full_ReconciliationOfChangesInAllowanceAccountForCreditLossesOfFinancialAssetsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of changes in biological assets [abstract],ReconciliationOfChangesInBiologicalAssetsAbstract,ifrs-full_ReconciliationOfChangesInBiologicalAssetsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of changes in contingent liabilities recognised in business combination [abstract],ReconciliationOfChangesInContingentLiabilitiesRecognisedInBusinessCombinationAbstract,ifrs-full_ReconciliationOfChangesInContingentLiabilitiesRecognisedInBusinessCombinationAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of changes in deferred acquisition costs arising from insurance contracts [abstract],ReconciliationOfChangesInDeferredAcquisitionCostsArisingFromInsuranceContractsAbstract,ifrs-full_ReconciliationOfChangesInDeferredAcquisitionCostsArisingFromInsuranceContractsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of changes in deferred tax liability (asset) [abstract],ReconciliationOfChangesInDeferredTaxLiabilityAssetAbstract,ifrs-full_ReconciliationOfChangesInDeferredTaxLiabilityAssetAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
"Reconciliation of changes in fair value measurement, assets [abstract]",ReconciliationOfChangesInFairValueMeasurementAssetsAbstract,ifrs-full_ReconciliationOfChangesInFairValueMeasurementAssetsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
"Reconciliation of changes in fair value measurement, entity's own equity instruments [abstract]",ReconciliationOfChangesInFairValueMeasurementEntitysOwnEquityInstrumentsAbstract,ifrs-full_ReconciliationOfChangesInFairValueMeasurementEntitysOwnEquityInstrumentsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
"Reconciliation of changes in fair value measurement, liabilities [abstract]",ReconciliationOfChangesInFairValueMeasurementLiabilitiesAbstract,ifrs-full_ReconciliationOfChangesInFairValueMeasurementLiabilitiesAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of changes in goodwill [abstract],ReconciliationOfChangesInGoodwillAbstract,ifrs-full_ReconciliationOfChangesInGoodwillAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of changes in intangible assets and goodwill [abstract],ReconciliationOfChangesInIntangibleAssetsAndGoodwillAbstract,ifrs-full_ReconciliationOfChangesInIntangibleAssetsAndGoodwillAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of changes in intangible assets other than goodwill [abstract],ReconciliationOfChangesInIntangibleAssetsOtherThanGoodwillAbstract,ifrs-full_ReconciliationOfChangesInIntangibleAssetsOtherThanGoodwillAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of changes in investment property [abstract],ReconciliationOfChangesInInvestmentPropertyAbstract,ifrs-full_ReconciliationOfChangesInInvestmentPropertyAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of changes in liabilities under insurance contracts and reinsurance contracts issued [abstract],ReconciliationOfChangesInLiabilitiesUnderInsuranceContractsAndReinsuranceContractsIssuedAbstract,ifrs-full_ReconciliationOfChangesInLiabilitiesUnderInsuranceContractsAndReinsuranceContractsIssuedAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of changes in net assets available for benefits [abstract],ReconciliationOfChangesInNetAssetsAvailableForBenefitsAbstract,ifrs-full_ReconciliationOfChangesInNetAssetsAvailableForBenefitsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of changes in other provisions [abstract],ReconciliationOfChangesInOtherProvisionsAbstract,ifrs-full_ReconciliationOfChangesInOtherProvisionsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
"Reconciliation of changes in property, plant and equipment [abstract]",ReconciliationOfChangesInPropertyPlantAndEquipmentAbstract,ifrs-full_ReconciliationOfChangesInPropertyPlantAndEquipmentAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of changes in reinsurance assets [abstract],ReconciliationOfChangesInReinsuranceAssetsAbstract,ifrs-full_ReconciliationOfChangesInReinsuranceAssetsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of fair value of credit derivative [abstract],ReconciliationOfFairValueOfCreditDerivativeAbstract,ifrs-full_ReconciliationOfFairValueOfCreditDerivativeAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of nominal amount of credit derivative [abstract],ReconciliationOfNominalAmountOfCreditDerivativeAbstract,ifrs-full_ReconciliationOfNominalAmountOfCreditDerivativeAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of number of shares outstanding [abstract],ReconciliationOfNumberOfSharesOutstandingAbstract,ifrs-full_ReconciliationOfNumberOfSharesOutstandingAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of regulatory deferral account credit balances [abstract],ReconciliationOfRegulatoryDeferralAccountCreditBalancesAbstract,ifrs-full_ReconciliationOfRegulatoryDeferralAccountCreditBalancesAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of regulatory deferral account debit balances [abstract],ReconciliationOfRegulatoryDeferralAccountDebitBalancesAbstract,ifrs-full_ReconciliationOfRegulatoryDeferralAccountDebitBalancesAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
"Reconciliation of reserve of gains and losses on financial assets measured at fair value through other comprehensive income related to insurance contracts to which paragraphs C18(b), C19(b), C24(b) and C24(c) of IFRS 17 have been applied [abstract]",ReconciliationOfReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeRelatedToInsuranceContractsToWhichParagraphsC18bC19bC24bAndC24cOfIFRS17HaveBeenAppliedAbstract,ifrs-full_ReconciliationOfReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeRelatedToInsuranceContractsToWhichParagraphsC18bC19bC24bAndC24cOfIFRS17HaveBeenAppliedAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Reconciliation of undiscounted lease payments to net investment in finance lease [abstract],ReconciliationOfUndiscountedLeasePaymentsToNetInvestmentInFinanceLeaseAbstract,ifrs-full_ReconciliationOfUndiscountedLeasePaymentsToNetInvestmentInFinanceLeaseAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Recoverable amount of asset or cash-generating unit,RecoverableAmountOfAssetOrCashgeneratingUnit,ifrs-full_RecoverableAmountOfAssetOrCashgeneratingUnit,false,xbrli:item,xbrli:monetaryItemType,instant,debit,true,,The higher of an asset’s (or cash-generating unit’s) fair value less costs of disposal and its value in use. [Refer: Cash-generating units [member]]
Recurring fair value measurement [member],RecurringFairValueMeasurementMember,ifrs-full_RecurringFairValueMeasurementMember,true,xbrli:item,dtr-types:domainItemType,duration,,true,length=0,This member stands for fair value measurements which other IFRSs require or permit in the statement of financial position at the end of each reporting period. [Refer: IFRSs [member]]
Redesignated [member],RedesignatedMember,ifrs-full_RedesignatedMember,true,xbrli:item,dtr-types:domainItemType,duration,,true,length=0,This member stands for financial instruments redesignated during the transition to IFRSs. It also represents the standard value for the 'Redesignation' axis if no other member is used.
Redesignated amount [member],RedesignatedAmountMember,ifrs-full_RedesignatedAmountMember,true,xbrli:item,dtr-types:domainItemType,duration,,true,length=0,This member stands for the amount that has been redesignated during the transition to IFRSs.
Redesignated financial asset as at fair value through profit or loss,RedesignatedFinancialAssetAtFairValueThroughProfitOrLoss,ifrs-full_RedesignatedFinancialAssetAtFairValueThroughProfitOrLoss,false,xbrli:item,xbrli:monetaryItemType,instant,debit,true,,The amount of financial assets redesignated to be measured at fair value through profit or loss on transition to IFRSs. [Refer: At fair value [member]; IFRSs [member]; Financial assets]
Redesignated financial asset as available-for-sale,RedesignatedFinancialAssetAsAvailableforsale,ifrs-full_RedesignatedFinancialAssetAsAvailableforsale,false,xbrli:item,xbrli:monetaryItemType,instant,debit,true,,The amount of financial assets redesignated as available-for-sale on transition to IFRSs. [Refer: IFRSs [member]; Financial assets]
Redesignated financial liability as at fair value through profit or loss,RedesignatedFinancialLiabilityAtFairValueThroughProfitOrLoss,ifrs-full_RedesignatedFinancialLiabilityAtFairValueThroughProfitOrLoss,false,xbrli:item,xbrli:monetaryItemType,instant,credit,true,,The amount of financial liabilities redesignated as at fair value through profit or loss on transition to IFRSs. [Refer: At fair value [member]; IFRSs [member]; Financial liabilities]
Redesignation [axis],RedesignationAxis,ifrs-full_RedesignationAxis,true,xbrldt:dimensionItem,xbrli:stringItemType,duration,,true,,The axis of a table defines the relationship between the members in the table and the line items or concepts that complete the table.
Reduction of issued capital,ReductionOfIssuedCapital,ifrs-full_ReductionOfIssuedCapital,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,The decrease in equity resulting from a reduction in issued capital. [Refer: Issued capital]
Refunds provision,RefundsProvision,ifrs-full_RefundsProvision,false,xbrli:item,xbrli:monetaryItemType,instant,credit,true,,The amount of provision for refunds to be made by the entity to its customers. [Refer: Other provisions]
Refunds provision [abstract],RefundsProvisionAbstract,ifrs-full_RefundsProvisionAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Refunds provision [member],RefundsProvisionMember,ifrs-full_RefundsProvisionMember,true,xbrli:item,dtr-types:domainItemType,duration,,true,length=0,This member stands for a provision for refunds to be made by the entity to its customers. [Refer: Other provisions [member]]
Regulatory deferral account balances [axis],RegulatoryDeferralAccountBalancesAxis,ifrs-full_RegulatoryDeferralAccountBalancesAxis,true,xbrldt:dimensionItem,xbrli:stringItemType,duration,,true,,The axis of a table defines the relationship between the members in the table and the line items or concepts that complete the table.
Regulatory deferral account balances [member],RegulatoryDeferralAccountBalancesMember,ifrs-full_RegulatoryDeferralAccountBalancesMember,true,xbrli:item,dtr-types:domainItemType,duration,,true,length=0,"This member stands for regulatory deferral account balances. A regulatory deferral account balance is the balance of any expense (or income) account that would not be recognised as an asset or a liability in accordance with other Standards, but that qualifies for deferral because it is included, or is expected to be included, by the rate regulator in establishing the rate(s) that can be charged to customers. This member also represents the standard value for the 'Regulatory deferral account balances' axis if no other member is used."
Regulatory deferral account balances classified as disposal groups [member],RegulatoryDeferralAccountBalancesClassifiedAsDisposalGroupsMember,ifrs-full_RegulatoryDeferralAccountBalancesClassifiedAsDisposalGroupsMember,true,xbrli:item,dtr-types:domainItemType,duration,,true,length=0,This member stands for regulatory deferral account balances that are classified as disposal groups. [Refer: Disposal groups classified as held for sale [member]; Regulatory deferral account balances [member]]
Regulatory deferral account balances not classified as disposal groups [member],RegulatoryDeferralAccountBalancesNotClassifiedAsDisposalGroupsMember,ifrs-full_RegulatoryDeferralAccountBalancesNotClassifiedAsDisposalGroupsMember,true,xbrli:item,dtr-types:domainItemType,duration,,true,length=0,This member stands for regulatory deferral account balances that are not classified as disposal groups. [Refer: Disposal groups classified as held for sale [member]; Regulatory deferral account balances [member]]
